File,Function,Kind,TypeAnnotation
"src/attributes.jl","Base.broadcastable","mtsig","Tuple{AbstractScene}"
"src/attributes.jl","Base.broadcastable","mtsig","Tuple{AbstractPlot}"
"src/attributes.jl","Base.broadcastable","mtsig","Tuple{Attributes}"
"src/attributes.jl","value_convert","mtsig","Tuple{Observables.AbstractObservable}"
"src/attributes.jl","value_convert","mtsig","Tuple{MACROCALL}"
"src/attributes.jl","value_convert","mtsig","Tuple{NTuple{N, Union{Any, Observables.AbstractObservable}}} where N"
"src/attributes.jl","value_convert","mtsig","Tuple{NamedTuple}"
"src/attributes.jl","node_any","mtsig","Tuple{MACROCALL}"
"src/attributes.jl","node_pairs","mtsig","Tuple{Union{Pair, Tuple{Any, Any}}}"
"src/attributes.jl","node_pairs","mtsig","Tuple{Any}"
"src/attributes.jl","Attributes","mtsig","Tuple{Vararg{Any}}"
"src/attributes.jl","Attributes","mtsig","Tuple{Vararg{Pair}}"
"src/attributes.jl","Attributes","mtsig","Tuple{AbstractVector}"
"src/attributes.jl","Attributes","mtsig","Tuple{Iterators.Pairs}"
"src/attributes.jl","Attributes","mtsig","Tuple{NamedTuple}"
"src/attributes.jl","attributes","mtsig","Tuple{Attributes}"
"src/attributes.jl","Base.keys","mtsig","Tuple{Attributes}"
"src/attributes.jl","Base.values","mtsig","Tuple{Attributes}"
"src/attributes.jl","Base.iterate","mtsig","Tuple{Attributes, Vararg{Any}}"
"src/attributes.jl","Base.copy","mtsig","Tuple{Attributes}"
"src/attributes.jl","Base.deepcopy","mtsig","Tuple{Observable}"
"src/attributes.jl","Base.deepcopy","mtsig","Tuple{Attributes}"
"src/attributes.jl","Base.filter","mtsig","Tuple{Any, Attributes}"
"src/attributes.jl","Base.empty!","mtsig","Tuple{Attributes}"
"src/attributes.jl","Base.length","mtsig","Tuple{Attributes}"
"src/attributes.jl","Base.merge!","mtsig","Tuple{Attributes, Vararg{Attributes}}"
"src/attributes.jl","Base.merge","mtsig","Tuple{Attributes, Vararg{Attributes}}"
"src/attributes.jl","hasfield","mtsig","(Tuple{T, Val{key}} where key) where T"
"src/attributes.jl","Base.getproperty","mtsig","Tuple{T, Symbol} where T <: Union{Attributes, Transformable}"
"src/attributes.jl","Base.setproperty!","mtsig","Tuple{T, Symbol, Any} where T <: Union{Attributes, Transformable}"
"src/attributes.jl","Base.getindex","mtsig","Tuple{Attributes, Symbol}"
"src/attributes.jl","Base.setindex!","mtsig","Tuple{Attributes, Any, Symbol}"
"src/attributes.jl","Base.setindex!","mtsig","Tuple{Attributes, Observable, Symbol}"
"src/attributes.jl","_indent_attrs","mtsig","Tuple{Any, Any}"
"src/attributes.jl","Base.show","mtsig","Tuple{IO, MIME\"text/plain\", Attributes}"
"src/attributes.jl","Base.show","mtsig","Tuple{IO, Attributes}"
"src/attributes.jl","theme","mtsig","Tuple{AbstractPlot}"
"src/attributes.jl","isvisible","mtsig","Tuple{Any}"
"src/attributes.jl","Base.pop!","mtsig","Tuple{AttributeOrPlot, Vararg{Any}}"
"src/attributes.jl","Base.haskey","mtsig","Tuple{AttributeOrPlot, Any}"
"src/attributes.jl","Base.delete!","mtsig","Tuple{AttributeOrPlot, Any}"
"src/attributes.jl","Base.get!","mtsig","Tuple{Function, AttributeOrPlot, Symbol}"
"src/attributes.jl","Base.get!","mtsig","Tuple{AttributeOrPlot, Symbol, Any}"
"src/attributes.jl","<NA-name>","mtsig","Tuple{}"
"src/attributes.jl","Base.get","mtsig","Tuple{Function, AttributeOrPlot, Symbol}"
"src/attributes.jl","Base.get","mtsig","Tuple{AttributeOrPlot, Symbol, Any}"
"src/attributes.jl","<NA-name>","mtsig","Tuple{}"
"src/attributes.jl","Base.getindex","mtsig","Tuple{AbstractPlot, Integer}"
"src/attributes.jl","Base.getindex","mtsig","Tuple{AbstractPlot, UnitRange{<:Integer}}"
"src/attributes.jl","Base.setindex!","mtsig","Tuple{AbstractPlot, Any, Integer}"
"src/attributes.jl","Base.length","mtsig","Tuple{AbstractPlot}"
"src/attributes.jl","Base.getindex","mtsig","Tuple{AbstractPlot, Symbol}"
"src/attributes.jl","Base.getindex","mtsig","Tuple{AttributeOrPlot, Symbol, Symbol, Vararg{Symbol}}"
"src/attributes.jl","Base.setindex!","mtsig","Tuple{AttributeOrPlot, Any, Symbol, Symbol, Vararg{Symbol}}"
"src/attributes.jl","Base.setindex!","mtsig","Tuple{AbstractPlot, Any, Symbol}"
"src/attributes.jl","Base.setindex!","mtsig","Tuple{AbstractPlot, Observable, Symbol}"
"src/attributes.jl","get_attribute","mtsig","Tuple{Any, Any}"
"src/attributes.jl","merge_attributes!","mtsig","Tuple{Attributes, Attributes}"
"src/basic_plots.jl","calculated_attributes!","mtsig","Tuple{Any, Any}"
"src/basic_plots.jl","calculated_attributes!","mtsig","Tuple{T} where T"
"src/basic_plots.jl","<NA-name>","mtsig","Tuple{Any}"
"src/basic_plots.jl","<NA-name>","mtsig","Tuple{Any}"
"src/basic_plots.jl","<NA-name>","mtsig","Tuple{Any}"
"src/basic_plots.jl","<NA-name>","mtsig","Tuple{Any}"
"src/basic_plots.jl","<NA-name>","mtsig","Tuple{Any}"
"src/basic_plots.jl","<NA-name>","mtsig","Tuple{Any}"
"src/basic_plots.jl","<NA-name>","mtsig","Tuple{Any}"
"src/basic_plots.jl","<NA-name>","mtsig","Tuple{Any}"
"src/basic_plots.jl","<NA-name>","mtsig","Tuple{Any}"
"src/basic_plots.jl","<NA-name>","mtsig","Tuple{Any}"
"src/conversion.jl","conversion_trait","mtsig","Tuple{Type}"
"src/conversion.jl","convert_arguments","mtsig","Tuple{NoConversion, Vararg{Any}}"
"src/conversion.jl","conversion_trait","mtsig","Tuple{Type{<:XYBased}}"
"src/conversion.jl","conversion_trait","mtsig","Tuple{Type{<:Union{Surface, Image}}}"
"src/conversion.jl","conversion_trait","mtsig","Tuple{Type{<:Heatmap}}"
"src/conversion.jl","conversion_trait","mtsig","Tuple{Type{<:Volume}}"
"src/recipes.jl","not_implemented_for","mtsig","Tuple{Any}"
"src/recipes.jl","to_func_name","mtsig","Tuple{Symbol}"
"src/recipes.jl","plotsym","mtsig","Tuple{Any}"
"src/recipes.jl","func2string","mtsig","Tuple{F} where F <: Function"
"src/recipes.jl","plotfunc","mtsig","Tuple{Combined{F}} where F"
"src/recipes.jl","plotfunc","mtsig","Tuple{Type{<:AbstractPlot{Func}}} where Func"
"src/recipes.jl","plotfunc","mtsig","Tuple{T} where T <: AbstractPlot"
"src/recipes.jl","plotfunc","mtsig","Tuple{Function}"
"src/recipes.jl","func2type","mtsig","Tuple{T} where T"
"src/recipes.jl","func2type","mtsig","Tuple{Type{<:AbstractPlot}}"
"src/recipes.jl","func2type","mtsig","Tuple{Function}"
"src/recipes.jl","plotkey","mtsig","Tuple{Type{<:AbstractPlot{Typ}}} where Typ"
"src/recipes.jl","plotkey","mtsig","Tuple{T} where T <: AbstractPlot"
"src/recipes.jl","default_plot_signatures","mtsig","Tuple{Any, Any, Any}"
"src/recipes.jl","\$funcname","mtsig","Tuple{Vararg{Any}, Vararg{Any}}"
"src/recipes.jl","\$funcname!","mtsig","Tuple{Vararg{Any}, Vararg{Any}}"
"src/recipes.jl","argument_names","mtsig","Tuple{P} where P <: AbstractPlot"
"src/recipes.jl","argument_names","mtsig","Tuple{Type{<:AbstractPlot}, Integer}"
"src/recipes.jl","<NA-name>","mtsig","Tuple{Any}"
"src/recipes.jl","theme","mtsig","Tuple{SceneLike, Vararg{Any}}"
"src/recipes.jl","theme","mtsig","Tuple{AbstractScene}"
"src/recipes.jl","theme","mtsig","Tuple{AbstractScene, Any}"
"src/recipes.jl","theme","mtsig","Tuple{AbstractPlot, Any}"
"src/recipes.jl","Attributes","mtsig","Tuple{AbstractPlot}"
"src/recipes.jl","default_theme","mtsig","Tuple{Any, Any}"
"src/recipes.jl","\$funcname","mtsig","Tuple{}"
"src/recipes.jl","(\$MakieCore).plotsym","mtsig","Tuple{Type{<:\$PlotType}}"
"src/recipes.jl","(\$MakieCore).default_theme","mtsig","Tuple{Any, Type{<:\$PlotType}}"
"src/recipes.jl","\$(esc(:((\$MakieCore).argument_names)))","mtsig","Tuple{Type{<:\$PlotType}, Integer}"
"src/recipes.jl","Plot","mtsig","Tuple{Vararg{Any, N}} where N"
"src/recipes.jl","Plot","mtsig","Tuple{Type{T}} where T"
"src/recipes.jl","Plot","mtsig","(Tuple{Type{T1}, Type{T2}} where T2) where T1"
"src/recipes.jl","plottype","mtsig","Tuple{Vararg{Any}}"
"src/types.jl","Base.show","mtsig","Tuple{IO, Combined}"
"src/types.jl","Base.parent","mtsig","Tuple{AbstractPlot}"
"src/types.jl","Base.broadcastable","mtsig","Tuple{Key}"
"src/types.jl","Billboard","mtsig","Tuple{}"
"src/types.jl","Billboard","mtsig","Tuple{Real}"
"src/types.jl","Billboard","mtsig","Tuple{Vector}"
"test/runtests.jl","plot!","mtsig","Tuple{Plot(AbstractTimeseriesSolution)}"
"test/runtests.jl","<NA-name>","mtsig","Tuple{Any, Any}"
"test/runtests.jl","plot!","mtsig","Tuple{Plot(Test2)}"
"test/runtests.jl","used_attributes","mtsig","Tuple{Any, Solution}"
"test/runtests.jl","convert_arguments","mtsig","Tuple{MakieCore.PointBased, Solution, Any}"
